,Unnamed: 0,traveler_id,age,occupation,income,flexibility,trip_purpose,departure_location,arrival_location,origin_gps,destination_gps,trip_distance_miles,trip_duration_minutes,departure_time_window,arrival_time_window,flexibility_pickup_earlier,flexibility_dropoff_later,origin_h3,destination_h3
1015,1015,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Golden Gate Park,"[37.7511, -122.4337]","[37.7694, -122.4862]",2.5,12,11:00-11:30,11:12-11:42,30,20,87283082dffffff,87283095bffffff
1016,1016,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",social_visit,home,Noe Valley,"[37.7511, -122.4337]","[37.7502, -122.4332]",0.3,5,15:00-15:30,15:05-15:35,15,5,87283082dffffff,87283082dffffff
1017,1017,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",dining,home,Chinatown,"[37.7511, -122.4337]","[37.7941, -122.4078]",4.0,20,18:30-19:00,18:50-19:20,10,10,87283082dffffff,87283082bffffff
1018,1018,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Union Square,"[37.7511, -122.4337]","[37.7879, -122.4074]",3.9,18,13:00-13:30,13:18-13:48,25,15,87283082dffffff,87283082affffff
1019,1019,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Lands End,"[37.7511, -122.4337]","[37.7802, -122.513]",5.3,25,08:00-08:30,08:25-08:55,30,20,87283082dffffff,872830866ffffff
1020,1020,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",workout,home,Financial District,"[37.7511, -122.4337]","[37.7946, -122.3999]",4.5,22,06:30-07:00,06:52-07:22,15,5,87283082dffffff,87283082affffff
1021,1021,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",volunteering,home,SoMa,"[37.7511, -122.4337]","[37.7786, -122.4057]",3.7,18,14:00-14:30,14:18-14:48,20,10,87283082dffffff,872830828ffffff
1022,1022,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",doctor_appointment,home,UCSF Medical Center,"[37.7511, -122.4337]","[37.7631, -122.4584]",1.8,10,10:00-10:30,10:10-10:40,10,0,87283082dffffff,87283095affffff
1023,1023,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",concert,home,Bill Graham Civic Auditorium,"[37.7511, -122.4337]","[37.7786, -122.4185]",2.9,16,19:00-19:30,19:16-19:46,10,10,87283082dffffff,872830828ffffff
1024,1024,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",museum_visit,home,SF Museum of Modern Art,"[37.7511, -122.4337]","[37.7857, -122.4011]",3.9,18,11:00-11:30,11:18-11:48,20,10,87283082dffffff,87283082affffff
1025,1025,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",library_visit,home,Main Library,"[37.7511, -122.4337]","[37.7789, -122.4156]",3.0,15,12:00-12:30,12:15-12:45,25,15,87283082dffffff,872830828ffffff
1026,1026,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",fitness_class,home,Mission District,"[37.7511, -122.4337]","[37.7599, -122.4148]",2.0,10,17:00-17:30,17:10-17:40,15,5,87283082dffffff,87283082cffffff
1027,1027,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",workshop,home,South of Market,"[37.7511, -122.4337]","[37.7752, -122.4193]",2.8,14,08:30-09:00,08:44-09:14,10,0,87283082dffffff,872830828ffffff
1028,1028,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",sightseeing,home,Coit Tower,"[37.7511, -122.4337]","[37.8024, -122.4058]",5.0,25,10:30-11:00,10:55-11:25,30,20,87283082dffffff,87283080cffffff
1029,1029,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",cultural_event,home,Yerba Buena Gardens,"[37.7511, -122.4337]","[37.785, -122.4038]",3.8,18,16:00-16:30,16:18-16:48,15,10,87283082dffffff,87283082affffff
1030,1030,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Westfield San Francisco Centre,"[37.7511, -122.4337]","[37.7845, -122.4072]",3.7,17,14:30-15:00,14:47-15:17,20,15,87283082dffffff,87283082affffff
1031,1031,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",beach_day,home,Ocean Beach,"[37.7511, -122.4337]","[37.7596, -122.5109]",4.2,20,09:00-09:30,09:20-09:50,30,20,87283082dffffff,872830959ffffff
1032,1032,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",theater_show,home,Orpheum Theatre,"[37.7511, -122.4337]","[37.7799, -122.4148]",3.0,15,18:00-18:30,18:15-18:45,10,5,87283082dffffff,872830828ffffff
1033,1033,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",spa_day,home,Japantown,"[37.7511, -122.4337]","[37.7853, -122.4293]",2.4,12,13:00-13:30,13:12-13:42,20,10,87283082dffffff,872830829ffffff
1034,1034,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",community_meeting,home,Civic Center,"[37.7511, -122.4337]","[37.7793, -122.4192]",2.9,15,17:30-18:00,17:45-18:15,15,5,87283082dffffff,872830828ffffff
1035,1035,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",art_class,home,Mission Bay,"[37.7511, -122.4337]","[37.7756, -122.3917]",4.5,22,14:00-14:30,14:22-14:52,15,5,87283082dffffff,87283082affffff
1036,1036,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",brunch,home,Castro District,"[37.7511, -122.4337]","[37.7609, -122.4348]",1.0,7,10:00-10:30,10:07-10:37,20,10,87283082dffffff,87283082dffffff
1037,1037,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",picnic,home,Presidio,"[37.7511, -122.4337]","[37.7989, -122.4662]",5.0,25,11:30-12:00,11:55-12:25,30,20,87283082dffffff,872830874ffffff
1038,1038,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",workshop,home,Fort Mason Center,"[37.7511, -122.4337]","[37.8067, -122.4313]",5.5,28,09:00-09:30,09:28-09:58,10,0,87283082dffffff,872830876ffffff
1039,1039,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",therapy_session,home,Lower Pacific Heights,"[37.7511, -122.4337]","[37.786, -122.4345]",2.5,13,15:00-15:30,15:13-15:43,10,0,87283082dffffff,872830829ffffff
1040,1040,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",networking_event,home,Embarcadero,"[37.7511, -122.4337]","[37.7955, -122.3937]",4.8,24,17:30-18:00,17:54-18:24,15,5,87283082dffffff,87283082affffff
1041,1041,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",dance_class,home,Hayes Valley,"[37.7511, -122.4337]","[37.7764, -122.4242]",2.7,14,18:00-18:30,18:14-18:44,10,5,87283082dffffff,872830828ffffff
1042,1042,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",volunteer_work,home,Bayview,"[37.7511, -122.4337]","[37.7294, -122.3929]",4.0,20,08:00-08:30,08:20-08:50,20,10,87283082dffffff,872830825ffffff
1043,1043,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",meetup,home,Marina District,"[37.7511, -122.4337]","[37.8039, -122.436]",5.0,25,19:00-19:30,19:25-19:55,15,5,87283082dffffff,872830876ffffff
1044,1044,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",family_dinner,home,North Beach,"[37.7511, -122.4337]","[37.8021, -122.4103]",5.0,25,18:30-19:00,18:55-19:25,10,5,87283082dffffff,87283082bffffff
1045,1045,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",yoga_class,home,Inner Richmond,"[37.7511, -122.4337]","[37.7799, -122.4663]",3.0,15,07:00-07:30,07:15-07:45,10,5,87283082dffffff,87283095affffff
1046,1046,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",garden_visit,home,San Francisco Botanical Garden,"[37.7511, -122.4337]","[37.7665, -122.4694]",2.0,10,09:30-10:00,09:40-10:10,20,10,87283082dffffff,87283095affffff
1047,1047,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",book_club,home,Noe Valley,"[37.7511, -122.4337]","[37.7502, -122.4332]",0.3,5,16:00-16:30,16:05-16:35,15,5,87283082dffffff,87283082dffffff
1048,1048,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",cinema,home,AMC Metreon,"[37.7511, -122.4337]","[37.7845, -122.4036]",3.8,18,19:00-19:30,19:18-19:48,10,5,87283082dffffff,87283082affffff
1049,1049,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",wine_tasting,home,Treasure Island,"[37.7511, -122.4337]","[37.8224, -122.37]",8.0,35,12:00-12:30,12:35-13:05,20,10,87283082dffffff,87283080effffff
1050,1050,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",art_exhibition,home,de Young Museum,"[37.7511, -122.4337]","[37.7715, -122.4687]",2.5,12,11:00-11:30,11:12-11:42,20,10,87283082dffffff,87283095affffff
1051,1051,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",friends_gathering,home,Mission Dolores Park,"[37.7511, -122.4337]","[37.7596, -122.4269]",1.0,7,17:00-17:30,17:07-17:37,15,5,87283082dffffff,87283082cffffff
1052,1052,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",crafts_fair,home,Fort Mason,"[37.7511, -122.4337]","[37.8067, -122.4313]",5.5,28,10:00-10:30,10:28-10:58,15,5,87283082dffffff,872830876ffffff
1053,1053,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",farmers_market,home,Ferry Plaza Farmers Market,"[37.7511, -122.4337]","[37.7955, -122.3937]",4.8,24,08:30-09:00,08:54-09:24,25,15,87283082dffffff,87283082affffff
1054,1054,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",bookstore,home,City Lights Booksellers,"[37.7511, -122.4337]","[37.7975, -122.4064]",5.0,25,13:00-13:30,13:25-13:55,20,10,87283082dffffff,87283082bffffff
1055,1055,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",community_service,home,Laurel Heights,"[37.7511, -122.4337]","[37.7866, -122.4465]",3.0,15,09:30-10:00,09:45-10:15,20,10,87283082dffffff,872830829ffffff
1056,1056,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",language_class,home,South Beach,"[37.7511, -122.4337]","[37.7825, -122.3928]",3.8,18,17:00-17:30,17:18-17:48,15,5,87283082dffffff,87283082affffff
1057,1057,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",gaming_event,home,Moscone Center,"[37.7511, -122.4337]","[37.783, -122.4014]",3.6,17,14:00-14:30,14:17-14:47,10,5,87283082dffffff,87283082affffff
1058,1058,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",lecture,home,California Academy of Sciences,"[37.7511, -122.4337]","[37.7699, -122.4661]",2.5,12,10:30-11:00,10:42-11:12,10,0,87283082dffffff,87283095affffff
1059,1059,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",pet_park,home,Bernal Heights Park,"[37.7511, -122.4337]","[37.7431, -122.4123]",2.0,10,09:00-09:30,09:10-09:40,20,10,87283082dffffff,87283082cffffff
1060,1060,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",dinner_date,home,Fisherman's Wharf,"[37.7511, -122.4337]","[37.808, -122.4177]",5.5,30,18:30-19:00,19:00-19:30,10,5,87283082dffffff,87283080dffffff
1061,1061,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",nature_walk,home,Twin Peaks,"[37.7511, -122.4337]","[37.7544, -122.4477]",1.2,8,07:30-08:00,07:38-08:08,30,20,87283082dffffff,87283082dffffff
1062,1062,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",cycling_event,home,Panhandle,"[37.7511, -122.4337]","[37.7731, -122.4448]",2.0,10,08:30-09:00,08:40-09:10,20,10,87283082dffffff,872830829ffffff
1063,1063,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7477, -122.4477]","[37.7946, -122.3999]",5.1,25,07:00-07:30,07:25-07:55,0,0,872830953ffffff,87283082affffff
1064,1064,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,shopping,"[37.7477, -122.4477]","[37.7867, -122.4072]",4.7,22,10:00-10:30,10:22-10:52,15,10,872830953ffffff,87283082affffff
1065,1065,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Golden Gate Park,"[37.7477, -122.4477]","[37.7694, -122.4862]",3.5,18,14:00-14:30,14:18-14:48,20,15,872830953ffffff,87283095bffffff
1066,1066,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Presidio,"[37.7477, -122.4477]","[37.7989, -122.4662]",6.2,28,09:00-09:30,09:28-09:58,30,20,872830953ffffff,872830874ffffff
1067,1067,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",work,workplace,home,"[37.7946, -122.3999]","[37.7477, -122.4477]",5.1,25,17:00-17:30,17:25-17:55,0,0,87283082affffff,872830953ffffff
1068,1068,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,shopping,home,"[37.7867, -122.4072]","[37.7477, -122.4477]",4.7,22,12:00-12:30,12:22-12:52,10,10,87283082affffff,872830953ffffff
1069,1069,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,Golden Gate Park,home,"[37.7694, -122.4862]","[37.7477, -122.4477]",3.5,18,16:00-16:30,16:18-16:48,10,5,87283095bffffff,872830953ffffff
1070,1070,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,Presidio,home,"[37.7989, -122.4662]","[37.7477, -122.4477]",6.2,28,13:00-13:30,13:28-13:58,15,10,872830874ffffff,872830953ffffff
1071,1071,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7477, -122.4477]","[37.7946, -122.3999]",5.1,25,06:30-07:00,06:55-07:25,0,0,872830953ffffff,87283082affffff
1072,1072,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,shopping,"[37.7477, -122.4477]","[37.7867, -122.4072]",4.7,22,15:00-15:30,15:22-15:52,20,10,872830953ffffff,87283082affffff
1073,1073,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Lands End,"[37.7477, -122.4477]","[37.7801, -122.5103]",4.9,21,08:30-09:00,08:51-09:21,30,15,872830953ffffff,872830866ffffff
1074,1074,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",work,workplace,home,"[37.7946, -122.3999]","[37.7477, -122.4477]",5.1,25,17:30-18:00,17:55-18:25,0,0,87283082affffff,872830953ffffff
1075,1075,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,shopping,home,"[37.7867, -122.4072]","[37.7477, -122.4477]",4.7,22,11:00-11:30,11:22-11:52,10,10,87283082affffff,872830953ffffff
1076,1076,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,Lands End,home,"[37.7801, -122.5103]","[37.7477, -122.4477]",4.9,21,12:30-13:00,12:51-13:21,10,5,872830866ffffff,872830953ffffff
1077,1077,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7477, -122.4477]","[37.7946, -122.3999]",5.1,25,07:30-08:00,07:55-08:25,0,0,872830953ffffff,87283082affffff
1078,1078,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,shopping,"[37.7477, -122.4477]","[37.7867, -122.4072]",4.7,22,13:00-13:30,13:22-13:52,15,10,872830953ffffff,87283082affffff
1079,1079,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Golden Gate Park,"[37.7477, -122.4477]","[37.7694, -122.4862]",3.5,18,09:30-10:00,09:48-10:18,20,15,872830953ffffff,87283095bffffff
1080,1080,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Presidio,"[37.7477, -122.4477]","[37.7989, -122.4662]",6.2,28,08:00-08:30,08:28-08:58,30,20,872830953ffffff,872830874ffffff
1081,1081,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",work,workplace,home,"[37.7946, -122.3999]","[37.7477, -122.4477]",5.1,25,18:00-18:30,18:25-18:55,0,0,87283082affffff,872830953ffffff
1082,1082,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,shopping,home,"[37.7867, -122.4072]","[37.7477, -122.4477]",4.7,22,14:00-14:30,14:22-14:52,10,10,87283082affffff,872830953ffffff
1083,1083,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,Golden Gate Park,home,"[37.7694, -122.4862]","[37.7477, -122.4477]",3.5,18,15:30-16:00,15:48-16:18,10,5,87283095bffffff,872830953ffffff
1084,1084,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,Presidio,home,"[37.7989, -122.4662]","[37.7477, -122.4477]",6.2,28,10:00-10:30,10:28-10:58,15,10,872830874ffffff,872830953ffffff
1085,1085,21,26-35,teacher,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7477, -122.4477]","[37.7946, -122.3999]",5.1,25,07:00-07:30,07:25-07:55,0,0,872830953ffffff,87283082affffff
